Timestamp,Nº,Date,1. Have you heard about Syngnathids previously?,"2. Please rate your knowledge about Syngnathids. Remember that there is no right or wrong
answer. We just want your honest opinion. Please tick one option.",3. Please rate the following statements as “True” or “False”. [I know seahorses but never heard of pipefishes],3. Please rate the following statements as “True” or “False”. [I know seahorses but never heard of sea dragons],3. Please rate the following statements as “True” or “False”. [I never heard of Syngnathids before],4. Please rate the following statements as “True” or “False”. Please tick one option. [Seahorses are fishes],4. Please rate the following statements as “True” or “False”. Please tick one option. [In this group of animals only males became pregnant],4. Please rate the following statements as “True” or “False”. Please tick one option. [They are voracious carnivorous eating a wide variety of small prey],4. Please rate the following statements as “True” or “False”. Please tick one option. [They are particularly vulnerable to ocean pressures and threats],"4. Please rate the following statements as “True” or “False”. Please tick one option. [They exhibit some defensive mechanisms, such as immobility and camouflage]","4. Please rate the following statements as “True” or “False”. Please tick one option. [In some cultures, they are valued items for traditional medicine or as ornaments]",4. Please rate the following statements as “True” or “False”. Please tick one option. [Many species exhibit long-term fidelity to small areas in the ocean],"4. Please rate the following statements as “True” or “False”. Please tick one option. [Most of the species live in shallow coastal habitats (seagrasses, corals, estuaries, etc.), but they can also be found offshoreestuaries, etc.), but they can also be found offshore]","4. Please rate the following statements as “True” or “False”. Please tick one option. [Generally, these animals have rapid growth and early age of maturity]",4. Please rate the following statements as “True” or “False”. Please tick one option. [Adults have few predators and tend to stay close to home],4. Please rate the following statements as “True” or “False”. Please tick one option. [Some species engage in migration being able to move long distances],"5. In general, how threatened do you think seahorses and pipefishes are by human activities
and/or environmental impacts? Please tick one option.","6. If you considered seahorses and pipefishes as species somehow threatened, please rank
the following threats where 1=threat ranked most harmful to 7=threat ranked least harmful
(scale from 1 to 7, no repeats).
 [Habitat loss and/or degradation]","6. If you considered seahorses and pipefishes as species somehow threatened, please rank
the following threats where 1=threat ranked most harmful to 7=threat ranked least harmful
(scale from 1 to 7, no repeats).
 [Pollution (microplastics & heavy metals)]","6. If you considered seahorses and pipefishes as species somehow threatened, please rank
the following threats where 1=threat ranked most harmful to 7=threat ranked least harmful
(scale from 1 to 7, no repeats).
 [Fishing pressure (non-selected fishing and/or by-catch)]","6. If you considered seahorses and pipefishes as species somehow threatened, please rank
the following threats where 1=threat ranked most harmful to 7=threat ranked least harmful
(scale from 1 to 7, no repeats).
 [Climate change]","6. If you considered seahorses and pipefishes as species somehow threatened, please rank
the following threats where 1=threat ranked most harmful to 7=threat ranked least harmful
(scale from 1 to 7, no repeats).
 [Tourism pressure (including diving)]","6. If you considered seahorses and pipefishes as species somehow threatened, please rank
the following threats where 1=threat ranked most harmful to 7=threat ranked least harmful
(scale from 1 to 7, no repeats).
 [Species interactions]","6. If you considered seahorses and pipefishes as species somehow threatened, please rank
the following threats where 1=threat ranked most harmful to 7=threat ranked least harmful
(scale from 1 to 7, no repeats).
 [Unsustainable trade]","7. Do you or any member of your household work in an industry associated with the sea
(e.g., fishing, seafood restaurants/coffee shops, research, shipping, tourism, etc.)?
Please select the most appropriate answer.",8. Do you have any ocean-related hobbies?,9. Are you a member of an environmental and/or ocean related NGO? Please tick one option.,"10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Fish stocks]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Ornamental]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Biochemical/Pharmaceutical]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Water purification]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Coastal protection]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Climate regulation]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Biological regulation]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Nutrient cycling]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Life cycle maintenance/Habitats]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Symbolic and aesthetic values]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Recreation/tourism]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Natural & bequest values (i.e., protecting marine biodiversity for its intrinsic value and for the sake of future generations)]","10. In your opinion what are the main contributions of seahorses and pipefishes to human
wellbeing? Please rate the following statements. [Other (please specify)]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Help protect important coastal habitats such as seagrasses and coral gardens]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Limit access to fishing resources that have been used traditionally]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Help society rethinking and better understand sex roles]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Create jobs and income to coastal communities]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Encourage the use of sustainable fishing practices]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Help to maintain the structure and well-functioning of coastal ecosystems]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Promote the consumption of seafood from sustainable aquaculture practices]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Be expensive for the region to manage]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Help protect the ocean on which all life depends]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Create conflicts between fishers and marine tourism operators]","11. Please rate the following statements. 
Seahorses and pipefishes can... [Promote ocean literacy and public engagement in marine management]",12. How often do you consume information about seahorses and pipefishes? Please tick one option.,"13. What sources have most contributed to your current knowledge on seahorses and pipefishes? Tick
as many as apply.","14. In general, how interested would you be in news/information about seahorses and
pipefishes? Please tick one option.","15. Are you interested in more information on things you can do to help protect seahorses and
pipefishes? Please tick one option.","16. In your opinion, to which audiences should communication efforts be directed to have an
effective impact on the conservation of seahorses and pipefishes? Please select 3 (three)
options.",17. Is the conservation of seahorses/pipefishes important to you? Please tick one option.,"18. Would you be willing to engage in conservation initiatives to protect seahorses and
pipefishes? Please tick one option.","19. Please consider the potential ways of public engagement in seahorse conservation and rate
the likelihood of you participating in each one of them? [I would actively campaign for the conservation of seahorses/pipefishes]","19. Please consider the potential ways of public engagement in seahorse conservation and rate
the likelihood of you participating in each one of them? [I would participate in seahorses/pipefishes’ conservation initiatives]","19. Please consider the potential ways of public engagement in seahorse conservation and rate
the likelihood of you participating in each one of them? [I would select seafood products harvested with sustainable gears with no/less impact on seahorses/pipefishes]","19. Please consider the potential ways of public engagement in seahorse conservation and rate
the likelihood of you participating in each one of them? [I would donate to an NGO dedicated to the conservation of seahorses/pipefishes]","19. Please consider the potential ways of public engagement in seahorse conservation and rate
the likelihood of you participating in each one of them? [I would participate in citizen sciences initiatives to collect data and/or help raise knowledge on seahorses/pipefishes]","19. Please consider the potential ways of public engagement in seahorse conservation and rate
the likelihood of you participating in each one of them? [I would actively campaign for the creation of seahorses/pipefishes MPAs or marine sanctuaries]","19. Please consider the potential ways of public engagement in seahorse conservation and rate
the likelihood of you participating in each one of them? [I would invest in an apnea/diving course just to be able to see seahorses/pipefishes in the wild]","19. Please consider the potential ways of public engagement in seahorse conservation and rate
the likelihood of you participating in each one of them? [I would be willing to pay a one-off lump sum to a seahorse/pipefish conservation fund]","19. Please consider the potential ways of public engagement in seahorse conservation and rate
the likelihood of you participating in each one of them? [I would reduce my consumption of seafood products]","20. In your opinion, what is the superpower of seahorses/pipefishes? Tick only one option.",21. Please define in one word what do you feel when seeing (images/real) seahorses/pipefishes?,22. Age.Tick only one.,"23. Gender. Tick only one.
",24. Do you live near the coast or inland? Tick only one.,25. Do you live close to a Marine Protected Area (MPA)?,26. Level of education (last year of schooling). Tick only one.,27. Professional occupation. Tick only one.,28. Nationality,Please add any other comments you might have about this interview.,21. Word in EN,29. Resident or not?
09/07/2024 10:27:36,AZFA001,25/06/2024,No,No knowledge,TRUE,TRUE,TRUE,I don't know,TRUE,I don't know,TRUE,TRUE,TRUE,I don't know,TRUE,I don't know,I don't know,I don't know,Very threatened,2,1,4,3,6,7,5,"Yes, maritime tourism","Yes, SCUBA diving, Free diving",No,Slight benefit,Don’t know/hard to say,Moderately beneficial,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Moderately beneficial,Moderately beneficial,Very beneficial,No benefit,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,Agree,Neither agree nor disagree,I don't know/ hard to say,I don't know/ hard to say,Agree,Neither agree nor disagree,Totally agree,Never,"Internet, Word of mouth/Talking with a friend/family member",Slightly interested,Yes,"Students and schools, Fishermen associations, Maritime-tourism associations or companies",No effect on me,No,Somewhat unlikely,Somewhat unlikely,I don't know/ hard to say,No way/ very unlikely,I don't know/ hard to say,Somewhat unlikely,Somewhat likely,Somewhat unlikely,I don't know/ hard to say,Male pregnancy,Fofura,36-45,Male,Coast,Yes,"Post-Graduate Education (M.A., Ph.D., etc)",Private employee,POR,"would have preferred to do the interview myself, be honest with the time the questionnaire takes",,
09/07/2024 10:38:41,AZFA002,27/06/2024,No,No knowledge,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,I don't know,TRUE,TRUE,TRUE,TRUE,I don't know,Very threatened,1,3,2,4,5,6,7,No,No,No,Don’t know/hard to say,Moderately beneficial,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Moderately beneficial,Don’t know/hard to say,Agree,I don't know/ hard to say,Totally agree,I don't know/ hard to say,I don't know/ hard to say,Agree,I don't know/ hard to say,I don't know/ hard to say,Agree,Agree,I don't know/ hard to say,Never,"TV, Internet, Word of mouth/Talking with a friend/family member",Moderately interested,Yes,"Students and schools, Fishermen associations, Maritime-tourism associations or companies",Important,Yes,Very likely/ I'm in,Very likely/ I'm in,Very likely/ I'm in,Somewhat likely,Very likely/ I'm in,Very likely/ I'm in,Very likely/ I'm in,Somewhat likely,Very likely/ I'm in,Beauty,Beleza,46-55,Female,Coast,I don't know/ hard to say,Primary,Public employee,POR,,,
15/07/2024 11:47:33,AZFA003,11/07/2024,No,No knowledge,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,I don't know,FALSE,TRUE,Very threatened,2,1,3,4,5,6,7,No,No,No,Moderately beneficial,No benefit,No benefit,Moderately beneficial,Moderately beneficial,Moderately beneficial,Moderately beneficial,Moderately beneficial,Moderately beneficial,No benefit,No benefit,Moderately beneficial,Don’t know/hard to say,Totally agree,Totally agree,Totally agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Neither agree nor disagree,Totally agree,Sometimes,"Social media (Facebook, Instagram, Tik tok, Twitter, etc.)",Very Interested,Yes,"Students and schools, Fishermen associations, Local development/Environmental non-governmental organizations (NGOs)",Very important,I don't know/ hard to say,No way/ very unlikely,No way/ very unlikely,Somewhat likely,Somewhat likely,Very likely/ I'm in,No way/ very unlikely,No way/ very unlikely,Somewhat likely,I don't know/ hard to say,Camouflage,Spetacular,46-55,Male,Coast,Yes,Primary,Private employee,POR,,,Resident
15/07/2024 11:57:38,AZFA004,11/07/2024,No,Basic knowledge,TRUE,FALSE,TRUE,TRUE,TRUE,I don't know,TRUE,TRUE,I don't know,I don't know,TRUE,FALSE,FALSE,I don't know,Very threatened,3,1,4,2,6,7,5,No,No,No,No benefit,,,Moderately beneficial,No benefit,Don’t know/hard to say,Extremely beneficial,Extremely beneficial,Don’t know/hard to say,Extremely beneficial,Extremely beneficial,Extremely beneficial,Don’t know/hard to say,Totally agree,Disagree,Agree,Neither agree nor disagree,Agree,Totally agree,Neither agree nor disagree,Disagree,Totally agree,Disagree,Totally agree,Never,"TV, Newspapers/ magazines, Internet",Moderately interested,Yes,"Students and schools, Maritime-tourism associations or companies, Local development/Environmental non-governmental organizations (NGOs)",Important,Yes,Somewhat likely,Very likely/ I'm in,Somewhat likely,Very likely/ I'm in,I don't know/ hard to say,Somewhat likely,I don't know/ hard to say,Somewhat likely,Somewhat likely,Beauty,encanto,46-55,Female,Coast,I don't know/ hard to say,Secondary,Student,POR,Gostei bastante e achei relevante para a promocao de literacia mrinha. Achava tambem que seria interessante haver forma de recrutamento de pessoas para se envolverem nesta iniciativa,enchantment,Resident
15/07/2024 12:03:21,AZFA005,27/06/2024,Yes,Basic knowledge,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,I don't know,I don't know,I don't know,Extremely threatened,3,1,5,2,6,7,4,No,"Yes, SCUBA diving, Free diving",Yes,No benefit,No benefit,No benefit,Very beneficial,Extremely beneficial,Extremely beneficial,Extremely beneficial,Don’t know/hard to say,Extremely beneficial,Very beneficial,,Extremely beneficial,,Totally agree,Disagree,Totally agree,Totally agree,Totally agree,Totally agree,Agree,I don't know/ hard to say,Totally agree,Disagree,Totally agree,Sometimes,"Social media (Facebook, Instagram, Tik tok, Twitter, etc.), Scientific information/presentations, Word of mouth/Talking with a friend/family member",Extremely Interested,Yes,"Students and schools, Fishermen associations, Maritime-tourism associations or companies",Very important,Yes,Very likely/ I'm in,Very likely/ I'm in,Very likely/ I'm in,Somewhat likely,Very likely/ I'm in,Very likely/ I'm in,No way/ very unlikely,I don't know/ hard to say,Somewhat likely,Uniqueness,Misteriosos,36-45,Female,Coast,Yes,"Post-Graduate Education (M.A., Ph.D., etc)",Private employee,POR,,Mysterious,Resident
15/07/2024 12:04:13,AZFA006,11/07/2024,No,No knowledge,TRUE,FALSE,TRUE,I don't know,TRUE,TRUE,TRUE,TRUE,I don't know,TRUE,FALSE,I don't know,FALSE,FALSE,Very threatened,4,1,5,2,6,7,3,"Yes, fisheries","Yes, Marine fishing",No,Moderately beneficial,Moderately beneficial,Very beneficial,Very beneficial,Moderately beneficial,No benefit,Slight benefit,Slight benefit,Slight benefit,No benefit,Very beneficial,Very beneficial,Don’t know/hard to say,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Never,"TV, Social media (Facebook, Instagram, Tik tok, Twitter, etc.), Internet",No interest,I don't know/ hard to say,"Local cultural associations, Fishermen associations, Parish councils and municipalities",No effect on me,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,Somewhat likely,Somewhat likely,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,Somewhat unlikely,I don't know/ hard to say,Male pregnancy,beleza,18-25,Female,Inland,No,Professional qualification,Private employee,POR,,beauty,Resident
15/07/2024 12:10:14,AZFA007,11/07/2024,Yes,No knowledge,TRUE,TRUE,TRUE,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Don’t know/ Hard to say,1,2,7,3,6,4,5,No,"Yes, Open water swimming",No,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,Never,Aquariums/marine sanctuaries,No interest,Yes,"Local cultural associations, Fishermen associations, Maritime-tourism associations or companies",Important,Yes,Somewhat unlikely,Somewhat likely,I don't know/ hard to say,No way/ very unlikely,Somewhat likely,Somewhat unlikely,No way/ very unlikely,No way/ very unlikely,Somewhat unlikely,Beauty,Surpresa,56-65,Male,Coast,Yes,Professional qualification,Retired,POR,,Surprise,Resident
15/07/2024 12:11:23,AZFA008,11/07/2024,,No knowledge,TRUE,FALSE,TRUE,TRUE,I don't know,FALSE,I don't know,FALSE,I don't know,TRUE,TRUE,TRUE,TRUE,I don't know,Don’t know/ Hard to say,,,,,,,,No,No,No,No benefit,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Don’t know/hard to say,Moderately beneficial,Very beneficial,Very beneficial,Don’t know/hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,I don't know/ hard to say,Disagree,Neither agree nor disagree,Neither agree nor disagree,I don't know/ hard to say,Rarely,"TV, Word of mouth/Talking with a friend/family member",Very Interested,Yes,"Students and schools, Parish councils and municipalities",Important,No,No way/ very unlikely,No way/ very unlikely,No way/ very unlikely,No way/ very unlikely,No way/ very unlikely,No way/ very unlikely,No way/ very unlikely,No way/ very unlikely,No way/ very unlikely,Beauty,bonitos,56-65,Male,Inland,No,Secondary,Private employee,POR,,pretty,Resident
15/07/2024 12:18:03,AZFA009,11/07/2024,No,No knowledge,TRUE,TRUE,TRUE,TRUE,I don't know,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,I don't know,TRUE,TRUE,Not at all threatened,,,,,,,,No,"Yes, Marine fishing",Yes,No benefit,No benefit,No benefit,No benefit,No benefit,No benefit,No benefit,No benefit,No benefit,No benefit,Moderately beneficial,No benefit,,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Never,I don’t know/I never heard about it,No interest,No,I don’t know/ hard to say,Important,Yes,Somewhat likely,Somewhat likely,No way/ very unlikely,No way/ very unlikely,Very likely/ I'm in,Somewhat likely,Somewhat likely,No way/ very unlikely,Somewhat likely,Cor,Bonitos,36-45,Male,Coast,Yes,Primary,Public employee,POR,,Beauty,Resident
15/07/2024 12:23:16,AZFA010,27/07/2024,Yes,No knowledge,TRUE,TRUE,TRUE,TRUE,TRUE,I don't know,TRUE,TRUE,TRUE,TRUE,TRUE,I don't know,,FALSE,Moderately threatened,1,4,2,3,7,6,5,"Yes, research/diving","Yes, SCUBA diving, Free diving, Stand up paddle",No,Don’t know/hard to say,Moderately beneficial,Moderately beneficial,Moderately beneficial,Moderately beneficial,Very beneficial,Extremely beneficial,Extremely beneficial,Extremely beneficial,Very beneficial,Very beneficial,Extremely beneficial,Don’t know/hard to say,Totally agree,I don't know/ hard to say,Agree,Totally agree,Totally agree,Totally agree,I don't know/ hard to say,,Totally agree,I don't know/ hard to say,Agree,Rarely,"Internet, Aquariums/marine sanctuaries, Word of mouth/Talking with a friend/family member",Very Interested,Yes,"Students and schools, Maritime-tourism associations or companies, Parish councils and municipalities",Very important,Yes,I don't know/ hard to say,Somewhat likely,Very likely/ I'm in,Somewhat likely,Somewhat likely,Somewhat likely,Very likely/ I'm in,I don't know/ hard to say,Very likely/ I'm in,Male pregnancy,lindo,36-45,Female,Coast,Yes,"Post-Graduate Education (M.A., Ph.D., etc)",,BRA,,beautiful,Resident
